45.81439;4.74667
45.81439;4.74667
45.81439;4.74667
45.81439;4.74667
45.77473;4.80833
45.78277;4.89022
45.76723;4.93335
45.75125;4.90725
45.72472;4.915
45.76964;4.87126
45.76363;4.93341
45.76965;4.87108
45.7075;4.90805
45.7251;4.91484
45.7656;4.9247
45.71771;4.90922
45.75079;4.90723
45.72472;4.915
45.724;4.915
45.78809;4.86047
45.749;4.914
45.76366;4.93317
45.76361;4.93325
45.75124;4.90803
45.7635;4.83811
45.77972;4.81157
45.76362;4.83815
45.7664;4.76941
45.71006;4.79973
45.76631;4.76933
45.7526;4.82468
45.7679;4.83775
45.79161;4.83751
45.76756;4.83793
45.75893;4.82923
45.77964;4.82045
45.76304;4.8333
45.79805;4.85145
45.75422;4.83462
45.75927;4.82957
45.76286;4.83331
45.7517;4.8215
45.76722;4.83814
45.79148;4.83748
45.75887;4.83091
45.77971;4.81175
45.76719;4.83823
45.75043;4.83215
45.75047;4.83216
45.7635;4.8382
45.76542;4.83838
45.7397;4.81824
45.78047;4.80906
45.79827;4.85158
45.75055;4.8319
45.76813;4.83793
45.77962;4.82009
45.76712;4.83811
45.77936;4.84118
45.74443;4.81989
45.71;4.8
45.75385;4.83431
45.79181;4.83779
45.76775;4.83795
45.76352;4.83834
45.79177;4.83775
45.76648;4.76923
45.78777;4.86025
45.783;4.80769
45.76631;4.76933
45.79092;4.80193
45.76443;4.83822
45.76616;4.83808
45.77257;4.83834
45.74877;4.83064
45.7832;4.80765
45.76347;4.83852
45.76022;4.83763
45.78809;4.86047
45.7633;4.83333
45.7579;4.83444
45.79839;4.85134
45.7366;4.80499
45.75284;4.82048
45.74867;4.83099
45.75162;4.82159
45.76635;4.76934
45.74694;4.82878
45.75;4.85
45.76932;4.85037
45.75193;4.83696
45.77231;4.84094
45.75503;4.87062
45.7031;4.8876
45.76821;4.85892
45.74513;4.84192
45.73146;4.86631
45.74525;4.84193
45.738;4.884
45.73813;4.88441
45.74532;4.84195
45.76997;4.85849
45.70089;4.88754
45.75;4.86
45.72256;4.84234
45.73135;4.83365
45.75393;4.86163
45.76854;4.85054
45.72938;4.86743
45.7381;4.83766
45.76819;4.85893
45.74537;4.87172
45.7305;4.86679
45.70312;4.88757
45.77033;4.8585
45.74537;4.8488
45.75322;4.85512
45.73174;4.85341
45.73111;4.86624
45.74472;4.86798
45.75329;4.85494
45.76521;4.85899
45.76521;4.85899
45.76521;4.85899
45.74564;4.83654
45.76521;4.85899
