46.20789,5.23584
44.52141,-0.62685
45.81439,4.74667
45.81439,4.74667
46.34761,2.59576
46.34773,2.59555
43.80078,5.00527
43.17153,5.70563
43.17153,5.70563
43.17153,5.70563
42.54847,9.50238
42.54847,9.50238
44.55926,6.08391
44.56475,6.09065
44.56344,6.08386
44.55779,6.06877
44.56476,6.09061
44.55779,6.06871
44.50938,6.04571
44.54976,6.06518
44.55794,6.08227
44.56191,6.0836
44.55786,6.06876
44.5648,6.0908
44.5578,6.06864
44.56152,6.08263
44.55776,6.06834
44.55951,6.08417
44.56215,6.08424
44.56147,6.0825
44.56379,6.08399
44.55762,6.08164
44.5661,6.0939
44.5576,6.0681
48.997,1.61577
48.997,1.61577
48.997,1.61577
48.997,1.61577
48.997,1.61577
48.997,1.61577
43.65624,7.15495
43.65657,7.17869
43.65955,7.16967
43.65834,7.14819
43.65622,7.15487
43.65961,7.16958
43.6565,7.17861
43.65107,6.92208
43.65044,6.92216
43.65074,6.92252
43.66219,6.93424
43.65074,6.92257
43.64079,6.91719
43.65388,6.92111
43.65441,6.921
43.64539,6.9397
43.65062,6.92194
43.6544,6.92114
43.66129,6.92277
43.6502,6.91985
43.65436,6.92117
43.64597,6.9402
43.66213,6.93405
43.64079,6.91728
43.63034,6.9587
43.65434,6.92099
43.65065,6.92166
43.66222,6.93418
43.64081,6.91159
43.65071,6.92185
43.65,6.92
43.66215,6.93415
43.70727,7.28613
43.68862,7.24111
43.69722,7.25605
43.69737,7.25621
43.7062,7.26866
43.70644,7.26855
43.69758,7.25618
43.68869,7.24145
43.70989,7.3181
43.67689,7.20121
43.67681,7.20138
43.67688,7.20147
43.70641,7.26851
43.70675,7.25613
43.70644,7.26852
43.67668,7.20124
44.93777,4.86416
44.93805,4.86388
43.59006,3.80094
43.59006,3.80094
43.59006,3.80094
43.59287,5.17807
46.05916,4.73622
46.05916,4.73622
46.05916,4.73622
46.05916,4.73622
46.05916,4.73622
43.81945,4.37485
43.81946,4.37482
43.1701,3.01399
45.81439,4.74667
45.81439,4.74667
43.49513,3.72098
43.49513,3.72098
43.4363,3.56611
43.49513,3.72098
43.3064,3.23968
43.4363,3.56611
43.3064,3.23968
43.3064,3.23968
43.3064,3.23968
43.74141,7.33164
43.71202,7.21305
43.71202,7.21305
